[00:00:26.525,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.526,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.526,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.526,763] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.526,977] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.527,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.527,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.531,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.531,494] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.531,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.531,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.532,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.013,946] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.018,035] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,554] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,042] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,226] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,561] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,080] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,202] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.020,233] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.020,263] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.020,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,057] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,484] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.021,514] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.021,545] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.021,575] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.048,828] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.048,858] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.081,756] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.081,787] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.092,224] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.092,254] <wrn> bttester_mesh: Loading default comp data
[00:00:06.092,498] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.524,017] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.549,224] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.017,120] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.017,150] <dbg> bttester_mesh: config_prov: 
[00:00:14.017,181] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.030,639] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.030,700] <dbg> bttester_mesh: start: 
[00:00:14.030,792] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.030,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.031,097] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.031,738] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.031,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.032,226] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.032,531] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.032,531] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.033,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.033,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.034,057] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.034,240] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.034,545] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.034,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.035,095] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.035,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.035,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.035,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.036,102] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.076,263] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.076,293] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.093,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
