*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.014,495] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.018,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,798] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,981] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,836] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,989] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.634,429] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.634,460] <dbg> bttester_mesh: config_prov: 
[00:00:12.634,490] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.639,678] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.639,739] <dbg> bttester_mesh: start: 
[00:00:12.639,831] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:12.639,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,838] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.641,021] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.641,326] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.641,632] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:12.641,632] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.642,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.643,157] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.643,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.643,554] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.643,859] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.644,134] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.644,409] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.644,592] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.644,805] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.645,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.645,599] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.659,881] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.659,912] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:12.702,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
