*** Booting Zephyr OS build 4.1.99 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.257,324] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.257,324] <inf> fs_nvs: alloc wra: 0, fa0
[00:00:00.257,354] <inf> fs_nvs: data wra: 0, 74
[00:00:00.257,415] <dbg> bttester: tester_init: Initializing tester
[00:00:05.913,360] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.919,433] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.919,464] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.919,494] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.919,891] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.919,921] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.925,476] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:05.934,783] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.934,814] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.946,868] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:05.968,322] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.968,353] <wrn> bttester_mesh: Loading default comp data
[00:00:05.968,597] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.395,904] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.491,271] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.491,302] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.604,309] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.604,339] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.748,931] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:17.853,668] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:17.853,698] <dbg> bttester_mesh: config_prov: 
[00:00:17.853,729] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:17.881,744] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:17.881,774] <dbg> bttester_mesh: start: 
[00:00:17.881,805] <inf> bttester_mesh: Loading stored setting

[00:00:17.891,479] <inf> bt_hci_core: HCI transport: Controller
[00:00:17.891,571] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:17.891,601] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:17.891,632] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:17.898,162] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:17.899,841] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:17.899,871] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:17.934,844] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:17.934,875] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:20.614,288] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:20.622,833] <err> bt_mesh_main: Failed to import device key
[00:00:20.622,833] <err> bt_mesh_provisionee: Failed to provision (err -120)
[00:00:22.361,328] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:22.361,358] <dbg> bttester: tester_event: service 0x04 opcode 0x85
