*** Booting Zephyr OS build v4.0.0-2079-g85e83038613a ***
[00:00:00.384,735] <dbg> bttester: tester_init: Initializing tester
[00:00:37.144,866] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:37.149,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.149,261] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.149,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.149,627] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.149,780] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.149,932] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,085] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,268] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,421] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,604] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,787] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.150,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.151,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.151,214] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:37.151,245] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:37.151,275] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:37.151,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.151,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.151,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.151,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.152,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.152,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.152,526] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:37.152,557] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:37.152,587] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:37.152,618] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.218,841] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:37.218,872] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.255,676] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:37.255,676] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.314,819] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:37.314,819] <wrn> bttester_mesh: Loading default comp data
[00:00:37.315,155] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:37.769,012] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:37.802,856] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:46.127,777] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x77 index 0x00
[00:00:46.127,838] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x77 index 0x00 status 0x00
