[00:00:26.027,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.028,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.028,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.028,442] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.028,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.029,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.029,296] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.033,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.033,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.033,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.033,752] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.034,027] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-1675-g9cebb3ff6339 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.957,580] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.962,005] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,012] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,195] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,867] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,172] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.964,202] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.964,233] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.964,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,454] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.965,515] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.965,545] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.965,576] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.035,888] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.035,919] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.079,010] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.079,040] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.145,996] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.145,996] <wrn> bttester_mesh: Loading default comp data
[00:00:06.146,301] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.580,017] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.607,025] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.925,628] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.925,659] <dbg> bttester_mesh: config_prov: 
[00:00:13.925,689] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.931,121] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.931,182] <dbg> bttester_mesh: start: 
[00:00:13.931,274] <inf> bt_mesh_provisionee: Device UUID: 1aa93d53-d391-4f2b-b899-8c121cdf8ea2
[00:00:13.931,396] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.931,579] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.932,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.932,403] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.932,708] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.933,013] <inf> bt_mesh_provisionee: Device UUID: 1aa93d53-d391-4f2b-b899-8c121cdf8ea2
[00:00:13.933,013] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.933,868] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.934,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
