*** Booting Zephyr OS build zephyr-v3.4.0-4753-ga59b67c52114 ***
[00:00:00.253,326] <dbg> bttester: tester_init: Initializing tester
[00:00:06.963,043] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.963,073] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:06.963,104] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.4 Build 99
[00:00:06.965,270] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:06.965,301] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.965,332] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:07.294,769] <dbg> bttester_gap: set_io_cap: io_cap: 0
[00:00:19.162,567] <dbg> bt_vcp_vol_ctlr: primary_discover_func: [ATTRIBUTE] handle 0x00A0
[00:00:19.162,597] <dbg> bt_vcp_vol_ctlr: primary_discover_func: Primary discover complete
[00:00:19.262,634] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: [ATTRIBUTE] handle 0x00A3
[00:00:19.262,664] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Volume state
[00:00:19.262,756] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Subscribed to handle 0x00A3
[00:00:19.262,786] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: [ATTRIBUTE] handle 0x00A6
[00:00:19.262,786] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Flags
[00:00:19.262,847] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Subscribed to handle 0x00A6
[00:00:19.262,878] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: [ATTRIBUTE] handle 0x00A9
[00:00:19.262,908] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Control Point
[00:00:19.612,609] <dbg> bt_vcp_vol_ctlr: vcs_discover_func: Setup complete for vol_ctlr
[00:00:19.912,628] <dbg> bt_vcp_vol_ctlr: vcs_discover_include_func: [ATTRIBUTE] handle 0x00A1
[00:00:19.912,658] <dbg> bt_vcp_vol_ctlr: vcs_discover_include_func: Include UUID 1843
[00:00:20.712,585] <dbg> bt_vcp_vol_ctlr: vcs_discover_include_func: [ATTRIBUTE] handle 0x00A2
[00:00:20.712,646] <dbg> bt_vcp_vol_ctlr: vcs_discover_include_func: Include UUID 1845
[00:00:21.512,573] <dbg> bt_vcp_vol_ctlr: vcs_discover_include_func: Discover include complete for vol_ctlr: 1 AICS and 1 VOCS
[00:00:21.512,573] <dbg> bttester_vcp: vcp_vol_ctlr_discover_cb: Discovery done with 1 VOCS, 1 AICS
[00:00:21.621,276] <dbg> bttester_vcp: vcp_volume_flags_read: VCP Volume Flags read
[00:00:21.712,554] <dbg> bt_vcp_vol_ctlr: vcp_vol_ctlr_read_flag_cb: Flags 0
[00:00:21.713,714] <dbg> bttester_vcp: vcp_vol_ctlr_flags_cb: VCP CTLR Volume Flags callback
