*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,378] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,378] <inf> fs_nvs: alloc wra: 6, d30
[00:00:00.256,408] <inf> fs_nvs: data wra: 6, 300
[00:00:00.256,439] <dbg> bttester: tester_init: Initializing tester
[00:00:05.969,635] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.973,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,212] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,884] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,043] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.976,074] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.976,104] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.976,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,409] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,654] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,745] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.976,776] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.042,633] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.042,663] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.086,181] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.086,212] <wrn> bttester_mesh: Loading default comp data
[00:00:06.086,456] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.521,972] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.588,134] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.588,165] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.630,920] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.725,006] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.725,036] <dbg> bttester_mesh: config_prov: 
[00:00:12.725,067] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.741,088] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.741,149] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:12.840,087] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.840,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.840,484] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.840,515] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.840,545] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.849,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.849,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.850,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.850,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.850,708] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.851,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.851,196] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:12.851,226] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.851,654] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.852,386] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.852,630] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.856,475] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.856,658] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.856,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.857,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.857,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.892,974] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:12.893,005] <dbg> bttester_mesh: reset: 
[00:00:12.893,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.582,305] <dbg> bttester_mesh: prov_reset: 
[00:00:13.582,397] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:00:13.586,853] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.587,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.587,280] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.587,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.587,860] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:00:13.587,890] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:13.589,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.589,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.589,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.590,087] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.590,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.592,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.592,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.592,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.593,139] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.593,475] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.593,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.650,085] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.650,238] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:13.652,099] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.652,557] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.652,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.696,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.696,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.697,021] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.754,669] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.754,821] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.755,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.755,249] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.755,523] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.755,767] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.756,042] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.756,225] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.756,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.756,591] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.756,896] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.797,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.797,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.798,004] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.798,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.798,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.798,767] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.799,011] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.852,233] <wrn> net_buf: Timeout discarded. No blocking in syswq
