*** Booting Zephyr OS build 4.1.99 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,577] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,577] <inf> fs_nvs: alloc wra: 0, 8f0
[00:00:00.254,608] <inf> fs_nvs: data wra: 0, 84c
[00:00:00.254,669] <dbg> bttester: tester_init: Initializing tester
[00:00:05.917,724] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.923,980] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.924,011] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.924,041] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.924,438] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.924,468] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.936,340] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:05.984,375] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.984,405] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.010,772] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.027,038] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.027,038] <wrn> bttester_mesh: Loading default comp data
[00:00:06.027,252] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.463,043] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.481,750] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.481,781] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.489,776] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.489,776] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.509,552] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.538,299] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.538,330] <dbg> bttester_mesh: config_prov: 
[00:00:12.538,360] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.611,663] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.611,724] <dbg> bttester_mesh: start: 
[00:00:12.611,724] <inf> bttester_mesh: Loading stored setting

[00:00:12.666,290] <inf> bt_hci_core: HCI transport: Controller
[00:00:12.666,412] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.666,442] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.666,473] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.675,018] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:12.675,048] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.675,445] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.774,963] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:12.774,993] <dbg> bttester_mesh: reset: 
[00:00:13.445,281] <dbg> bttester_mesh: prov_reset: 
[00:00:13.445,404] <inf> bt_mesh_provisionee: Device UUID: a0215c59-6506-4db1-affd-8c5d81df846c
[00:00:13.448,577] <inf> bt_mesh_provisionee: Device UUID: a0215c59-6506-4db1-affd-8c5d81df846c
[00:00:13.448,608] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:13.518,249] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.518,249] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:15.559,844] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:15.676,940] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:15.676,940] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:17.382,904] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.382,934] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:18.061,889] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.061,889] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.065,277] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.065,307] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.185,607] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.185,638] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.189,086] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.189,117] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.463,104] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:18.463,134] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.597,320] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.597,320] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.600,708] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.600,708] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
