*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,187] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,187] <inf> fs_nvs: alloc wra: 1, a08
[00:00:00.255,218] <inf> fs_nvs: data wra: 1, 5e8
[00:00:00.255,249] <dbg> bttester: tester_init: Initializing tester
[00:00:05.971,008] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.975,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,555] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,708] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,264] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,539] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.977,569] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.977,600] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.977,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,149] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,240] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.978,271] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.017,852] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.017,883] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.035,247] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.035,278] <wrn> bttester_mesh: Loading default comp data
[00:00:06.035,522] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.470,672] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.486,694] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.486,724] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.528,442] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.625,091] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.625,122] <dbg> bttester_mesh: config_prov: 
[00:00:12.625,152] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.668,945] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.668,975] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:12.846,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.846,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.846,496] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.846,557] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.846,588] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.859,436] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.859,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.860,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.860,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.860,778] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.861,053] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.861,267] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:12.861,267] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.861,785] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.862,457] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.862,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.866,516] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.866,699] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.866,882] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.867,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.867,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.930,572] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:12.930,633] <dbg> bttester_mesh: reset: 
[00:00:12.930,847] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.025,482] <dbg> bttester_mesh: dfd_srv_del: Deleting the firmware image from the distributor.
[00:00:13.911,834] <dbg> bttester_mesh: prov_reset: 
[00:00:13.911,926] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:00:13.912,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.912,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.912,475] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.912,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.913,146] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:00:13.913,177] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:13.914,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.914,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.914,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.914,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.915,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.915,496] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.915,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.915,924] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.916,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.916,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.916,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.971,130] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.971,160] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:13.979,888] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.980,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.980,316] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.032,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.032,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.033,203] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.090,240] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.090,515] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.090,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.091,125] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.091,308] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.091,583] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.129,089] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.129,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.129,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.129,638] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.129,852] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.130,279] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.130,523] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.185,699] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.185,852] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.186,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.186,279] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.186,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.220,642] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.220,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.221,038] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.221,221] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.221,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.221,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.222,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.225,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,074] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,287] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,470] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.428,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.428,741] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.429,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.429,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.429,565] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.430,053] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.430,297] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.478,485] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.478,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.478,851] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.479,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.479,339] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.032,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.032,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.033,203] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.033,386] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.033,599] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.034,088] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.034,332] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.090,118] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.090,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.090,484] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.090,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.090,972] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.126,983] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.127,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.127,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.127,532] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.127,746] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.127,960] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.128,204] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.132,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.132,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.132,598] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.132,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,087] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,181] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,792] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,975] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.156,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.156,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.156,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,675] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.161,041] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.161,254] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.161,529] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,620] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.205,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.205,413] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.205,780] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.206,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.210,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
