[00:00:37.600,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.601,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.601,257] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.601,440] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.601,654] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.602,111] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.602,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.606,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.606,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.606,597] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.606,811] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.607,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,946] <dbg> bttester: tester_init: Initializing tester
[00:00:06.021,118] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.026,763] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:06.026,763] <inf> fs_nvs: alloc wra: 3, db8
[00:00:06.026,794] <inf> fs_nvs: data wra: 3, 208
[00:00:06.031,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,226] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,233] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,355] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.033,386] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.033,416] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.033,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,935] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,027] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:06.034,057] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.053,497] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.053,497] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.070,953] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.070,983] <wrn> bttester_mesh: Loading default comp data
[00:00:06.071,197] <wrn> bt_mesh_access: Unused space in relation list: 4
[00:00:06.331,787] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.384,918] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.384,948] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.441,406] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.500,579] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.500,610] <dbg> bttester_mesh: config_prov: 
[00:00:12.500,640] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.510,192] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.510,223] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:12.540,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.540,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.540,435] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.540,466] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.540,527] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.549,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.551,177] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.551,361] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.551,666] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.551,818] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:12.551,849] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.552,337] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.552,978] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.553,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.561,004] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.561,157] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.561,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.561,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.561,920] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.580,322] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
