*** Booting Zephyr OS build v4.1.0-rc2-177-g5efaf9d8c1f0 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,584] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,584] <inf> fs_nvs: alloc wra: 0, bb0
[00:00:00.255,615] <inf> fs_nvs: data wra: 0, 558
[00:00:00.255,676] <dbg> bttester: tester_init: Initializing tester
[00:00:05.905,578] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.911,743] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.911,773] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.911,804] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 0
[00:00:05.912,231] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.912,231] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.937,530] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.937,561] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.990,722] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.990,753] <wrn> bttester_mesh: Loading default comp data
[00:00:05.990,966] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.424,652] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.464,752] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.464,782] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.472,778] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.616,760] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.616,790] <dbg> bttester_mesh: config_prov: 
[00:00:11.616,821] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.647,674] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.647,735] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.697,204] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.697,235] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.697,265] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:11.705,230] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:11.705,261] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:11.705,718] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.805,084] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:11.805,114] <dbg> bttester_mesh: reset: 
[00:00:12.368,011] <dbg> bttester_mesh: prov_reset: 
[00:00:12.368,133] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:12.370,819] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:12.370,819] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:12.487,091] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.487,121] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.554,840] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.670,288] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:14.670,318] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.392,852] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.392,883] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:17.091,674] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.091,705] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.095,153] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.095,153] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.249,786] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.249,816] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.253,265] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.253,265] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.545,257] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.545,318] <dbg> bttester: tester_event: service 0x04 opcode 0x86
