[00:00:19.138,214] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.139,648] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.141,174] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.141,174] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.004,089] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.008,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,483] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,666] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,338] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,674] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,009] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,467] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.010,498] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.010,528] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.010,620] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,322] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,779] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.011,810] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.011,840] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.011,871] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.062,957] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.062,957] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.083,923] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.417,175] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.417,236] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:13.447,540] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:13.448,120] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.448,242] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:13.533,721] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:13.533,752] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:13.535,430] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.535,552] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.535,675] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.535,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.486,724] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:15.574,890] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:15.814,849] <err> bt_l2cap: Credits overflow
[00:00:15.934,844] <dbg> bttester: tester_event: service 0x03 opcode 0x82
