[00:00:19.516,113] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.517,608] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.517,608] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.956,878] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.961,181] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,853] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.962,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,073] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,256] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,378] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.963,409] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.963,439] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.963,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.963,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,080] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,263] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,721] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.964,752] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.964,782] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.964,813] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.000,427] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.000,427] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.047,607] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.551,147] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.551,208] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.564,605] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.565,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.565,399] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.653,747] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.653,747] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.655,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.655,609] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.655,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.655,853] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.619,354] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.694,915] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:17.814,849] <err> bt_l2cap: Credits overflow
[00:00:17.934,875] <dbg> bttester: tester_event: service 0x03 opcode 0x82
