[00:01:31.224,700] <dbg> bttester_mesh: fault_get_cur: 
[00:01:31.225,158] <err> bt_mesh_access: Failed to publish (err -22)
[00:01:32.224,273] <dbg> bttester_mesh: fault_get_cur: 
[00:01:32.224,731] <err> bt_mesh_access: Failed to publish (err -22)
*** Booting Zephyr OS build v4.0.0-1675-g9cebb3ff6339 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.949,340] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.953,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,796] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,979] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,132] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,467] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,620] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,139] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,322] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,444] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.955,474] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.955,505] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.955,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,780] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,932] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,115] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,298] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,542] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,726] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.956,756] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.956,817] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.956,817] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.992,401] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.992,431] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.039,642] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.039,672] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
