[00:00:15.156,036] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:15.157,531] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:15.157,531] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.961,273] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.965,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,301] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,484] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,156] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,339] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,674] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,193] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,315] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.967,346] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.967,376] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.967,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,651] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,987] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,170] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,597] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.968,627] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.968,688] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.968,688] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.988,800] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.988,830] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.016,754] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.539,001] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.539,062] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:08.583,618] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:08.584,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.584,228] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:08.689,483] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:08.689,483] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:08.691,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.691,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.691,436] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.691,558] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:09.770,629] <err> bt_conn: Unexpected first L2CAP frame
[00:00:09.770,660] <err> bt_l2cap: L2CAP length mismatch (13 != 10)
[00:00:13.190,795] <dbg> bttester: tester_event: service 0x03 opcode 0x81
