[00:00:26.705,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.706,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.706,329] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.706,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.706,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.707,031] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.707,275] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.759,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.759,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.759,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.819,244] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.819,427] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.819,641] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.819,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.820,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2079-g85e83038613a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.968,322] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.972,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,869] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,236] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,388] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,693] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,060] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,212] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,670] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.974,700] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.974,731] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.974,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,982] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.976,013] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.976,043] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.976,074] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.005,493] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.005,523] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.069,000] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.069,030] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.110,809] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.110,839] <wrn> bttester_mesh: Loading default comp data
[00:00:06.111,145] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.565,551] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.613,189] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.098,937] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.098,968] <dbg> bttester_mesh: config_prov: 
[00:00:12.098,999] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.127,166] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.127,227] <dbg> bttester_mesh: start: 
[00:00:12.127,319] <inf> bt_mesh_provisionee: Device UUID: e368ccb8-14b2-42a3-966f-221fdc42d34f
[00:00:12.127,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.127,624] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.128,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.128,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.128,753] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.129,058] <inf> bt_mesh_provisionee: Device UUID: e368ccb8-14b2-42a3-966f-221fdc42d34f
[00:00:12.129,089] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.130,035] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.130,706] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.130,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.131,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.131,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.131,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.131,927] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.132,110] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.132,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.132,934] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.133,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.166,259] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:12.166,290] <dbg> bttester_mesh: provision_node: 
[00:00:12.166,351] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:12.175,354] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:12.175,354] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.175,781] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:12.182,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.182,861] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.183,105] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.235,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.235,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.235,961] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.239,807] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.239,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.240,173] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.240,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.240,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.240,905] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.241,180] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.241,363] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.241,577] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.241,729] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.242,034] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.249,755] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:13.249,786] <dbg> bttester_mesh: provision_adv: 
[00:00:13.249,908] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:13.289,001] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.289,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.289,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.289,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.289,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.290,100] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.290,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.294,219] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.294,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.294,586] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.294,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.295,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.814,422] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.814,544] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.816,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.820,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.820,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.820,404] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.820,587] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.820,892] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.844,848] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.844,879] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:13.848,999] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.849,090] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.849,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.849,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.850,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.850,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.850,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.854,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.854,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.854,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.854,736] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.855,041] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.386,474] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.386,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.387,207] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.387,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.387,603] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.387,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.388,183] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.391,784] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.391,937] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.392,150] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.392,333] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.392,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.932,922] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.933,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.933,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.933,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.933,929] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.934,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.934,539] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.938,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.938,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.938,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.938,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.938,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.463,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.463,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.464,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.464,202] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.464,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.464,721] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.464,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.468,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.468,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.468,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.469,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.469,421] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.287,750] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.287,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.288,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
