[00:00:19.027,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.028,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.028,411] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.028,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.028,808] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.029,296] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.029,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.085,601] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.085,784] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.086,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.136,260] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.136,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.136,657] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.136,840] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.137,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2079-g85e83038613a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.950,164] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.954,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,017] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,535] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,688] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,841] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,993] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,176] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,359] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,542] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,695] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.956,817] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.956,848] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.956,878] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.956,970] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.957,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.957,305] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.957,489] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.957,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.957,916] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.958,099] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.958,129] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.958,160] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.958,190] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.003,295] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.003,326] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.092,803] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.092,803] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.131,225] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.131,225] <wrn> bttester_mesh: Loading default comp data
[00:00:06.131,561] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.585,510] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.602,813] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.943,115] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.943,145] <dbg> bttester_mesh: config_prov: 
[00:00:13.943,176] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.006,958] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.006,988] <dbg> bttester_mesh: start: 
[00:00:14.007,110] <inf> bt_mesh_provisionee: Device UUID: e368ccb8-14b2-42a3-966f-221fdc42d34f
[00:00:14.007,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.007,415] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.007,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
