*** Booting Zephyr OS build v4.2.0-rc1-129-gfdd02c5105d2 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,946] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,493] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,493] <inf> fs_nvs: alloc wra: 0, ba0
[00:00:00.255,493] <inf> fs_nvs: data wra: 0, 578
[00:00:00.255,584] <dbg> bttester: tester_init: Initializing tester
[00:00:05.979,797] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.986,083] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.986,114] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.986,145] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 0
[00:00:05.986,572] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.986,602] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.028,747] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.093,963] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.093,994] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.172,332] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.270,751] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.270,782] <wrn> bttester_mesh: Loading default comp data
[00:00:06.270,965] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.711,212] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.759,307] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.759,338] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.767,303] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.767,333] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.795,074] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:09.884,674] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:09.884,704] <dbg> bttester_mesh: config_prov: 
