[00:00:20.464,599] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:20.466,003] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:20.467,559] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:20.467,559] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.970,367] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.974,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,745] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,020] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.977,081] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.977,111] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.977,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,386] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,569] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,752] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,935] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,179] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,363] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.978,393] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.978,454] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.978,454] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.992,095] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.992,126] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.029,937] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.574,127] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.574,157] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.591,064] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.591,674] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.591,796] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.671,875] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.671,875] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.673,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,706] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,950] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.609,436] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.713,073] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.714,996] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.834,594] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:14.953,582] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:14.964,508] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
