*** Booting Zephyr OS build v4.2.0-rc3-48-g1ba9504811d8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,347] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,347] <inf> fs_nvs: alloc wra: 2, d18
[00:00:00.256,378] <inf> fs_nvs: data wra: 2, 2f0
[00:00:00.256,408] <dbg> bttester: tester_init: Initializing tester
[00:00:05.975,067] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.981,292] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.981,323] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.981,353] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 0
[00:00:05.981,781] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.981,811] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.024,047] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.092,102] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.092,132] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.127,838] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.202,453] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.202,453] <wrn> bttester_mesh: Loading default comp data
[00:00:06.202,667] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.639,404] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.723,266] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.723,297] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.763,122] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.763,153] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.825,347] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:09.915,405] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:09.915,435] <dbg> bttester_mesh: config_prov: 
[00:00:09.915,466] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:10.035,125] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:10.035,186] <dbg> bttester_mesh: start: 
[00:00:10.035,186] <inf> bttester_mesh: Loading stored setting

[00:00:10.123,474] <inf> bt_hci_core: HCI transport: Controller
[00:00:10.123,565] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
