[00:02:09.693,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:09.694,122] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:09.694,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:09.694,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:09.694,976] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.015,655] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.019,989] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,660] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,301] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,484] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,125] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.022,155] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.022,186] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.022,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,223] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,437] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.023,468] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.023,498] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.023,529] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.027,984] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.028,015] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.054,809] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.054,840] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.081,054] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.081,085] <wrn> bttester_mesh: Loading default comp data
[00:00:06.081,329] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.508,239] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.525,634] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.989,746] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.989,807] <dbg> bttester_mesh: config_prov: 
[00:00:13.989,807] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.011,291] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.011,352] <dbg> bttester_mesh: start: 
[00:00:14.011,444] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:14.011,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.011,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.012,420] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.012,603] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.012,908] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.013,214] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:14.013,244] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.013,977] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.014,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.014,739] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.014,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.015,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.015,502] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.015,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.015,960] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.016,174] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.016,510] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.016,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.062,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.062,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.063,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.099,121] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.099,151] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.109,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.109,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.110,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.110,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.110,626] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.137,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.137,359] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.137,603] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.137,786] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.138,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.138,366] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.138,641] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.189,941] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.190,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.190,307] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.190,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.190,795] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.225,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,104] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.226,745] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.227,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.227,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
