[00:00:19.985,321] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.986,816] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.986,846] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.475,158] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.479,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.479,522] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.479,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.479,919] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,224] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,407] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.480,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.481,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.481,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.481,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.481,536] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.481,567] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.481,597] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.481,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.481,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.482,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.482,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.482,391] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.482,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.482,818] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.482,849] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.482,879] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.482,910] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.528,320] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.528,320] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.577,270] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.876,007] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.876,068] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:13.911,834] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:13.912,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.912,536] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:14.106,079] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.106,109] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:14.107,788] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.107,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.108,032] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.108,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.937,377] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:16.027,252] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:16.148,773] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:17.039,703] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x08 index 0x00
[00:00:17.039,794] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x08 index 0x00 status 0x00
[00:00:17.108,245] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
