[00:00:24.431,915] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.432,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.432,281] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.432,464] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.432,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.432,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.433,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.437,042] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.437,194] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.437,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.437,591] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.437,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.980,407] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.984,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,527] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,680] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,046] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,083] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,267] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,450] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,572] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.986,602] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.986,633] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.986,724] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,907] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,091] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,274] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
