[00:00:18.883,789] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.885,253] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.885,284] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.014,404] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.018,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,829] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,012] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,195] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,683] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,836] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,202] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,812] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.020,843] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.020,874] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.020,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,125] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.022,155] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.022,186] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.022,216] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.052,276] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.052,276] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.100,677] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.430,999] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.431,030] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:16.476,806] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:16.477,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.477,478] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:16.570,251] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:16.570,281] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:16.571,960] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.572,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.572,204] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.572,326] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.711,395] <err> bt_conn: Unexpected first L2CAP frame
[00:00:17.711,456] <err> bt_l2cap: L2CAP length mismatch (13 != 10)
[00:00:21.131,500] <dbg> bttester: tester_event: service 0x03 opcode 0x81
