[00:01:30.139,770] <dbg> bttester_mesh: fault_get_cur: 
[00:01:30.140,197] <err> bt_mesh_access: Failed to publish (err -22)
[00:01:31.139,343] <dbg> bttester_mesh: fault_get_cur: 
[00:01:31.139,770] <err> bt_mesh_access: Failed to publish (err -22)
*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.928,100] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.934,417] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.934,448] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.934,478] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.935,424] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.935,455] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.935,485] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.935,516] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.956,054] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:05.988,159] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.988,220] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.036,132] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.125,213] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.125,244] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.163,848] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.238,494] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.238,494] <wrn> bttester_mesh: Loading default comp data
[00:00:06.238,800] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.677,673] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.752,471] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.914,947] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.914,978] <dbg> bttester_mesh: config_prov: 
[00:00:11.915,008] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.937,835] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.937,866] <dbg> bttester_mesh: start: 
[00:00:11.937,988] <inf> bt_mesh_provisionee: Device UUID: a3bf7aca-404d-44f8-9828-d8f08414a18f
[00:00:11.939,666] <inf> bt_mesh_provisionee: Device UUID: a3bf7aca-404d-44f8-9828-d8f08414a18f
[00:00:11.939,697] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.964,996] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:11.965,026] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.398,376] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.406,036] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:14.406,036] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.137,237] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.137,268] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:16.830,200] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.830,200] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.833,618] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.833,618] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.468,963] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.469,024] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.472,412] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
