*** Booting Zephyr OS build v4.1.0-rc1-228-g5a2e6124a4c9 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,946] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,425] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,455] <inf> fs_nvs: alloc wra: 1, 8b8
[00:00:00.254,455] <inf> fs_nvs: data wra: 1, 818
[00:00:00.254,516] <dbg> bttester: tester_init: Initializing tester
[00:00:05.888,702] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.894,805] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.894,836] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.894,866] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 0
[00:00:05.895,263] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.895,294] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.916,442] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.916,473] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.944,549] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.944,580] <wrn> bttester_mesh: Loading default comp data
[00:00:05.944,793] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.374,053] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.388,244] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.388,275] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.457,153] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:08.547,882] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:08.547,912] <dbg> bttester_mesh: config_prov: 
[00:00:08.547,943] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:08.581,481] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:08.581,512] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:08.659,881] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:08.659,942] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:08.659,973] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:08.668,853] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:08.668,884] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:08.669,372] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:08.750,701] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:08.750,732] <dbg> bttester_mesh: reset: 
[00:00:09.469,146] <dbg> bttester_mesh: prov_reset: 
[00:00:09.469,238] <inf> bt_mesh_provisionee: Device UUID: 74d7f3d0-5b4d-4820-840d-40e3d97d08b8
[00:00:09.473,510] <inf> bt_mesh_provisionee: Device UUID: 74d7f3d0-5b4d-4820-840d-40e3d97d08b8
[00:00:09.473,541] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:09.537,109] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:09.537,139] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:12.853,546] <inf> bt_mesh_main: Primary Element: 0x0002
