[00:00:29.511,230] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:29.512,664] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:29.514,190] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:29.514,221] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.995,849] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.000,152] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,518] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,701] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,854] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,495] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,861] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,319] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.002,349] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.002,380] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.002,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,838] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,173] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,417] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,601] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.003,662] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.003,692] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.003,692] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.013,610] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.013,641] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.033,508] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.788,970] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.789,001] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.827,453] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.828,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.828,125] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.925,750] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.925,781] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.927,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.927,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.927,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.927,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.947,448] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.939,178] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
[00:00:14.939,270] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x04 index 0x00 status 0x00
[00:00:14.972,442] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
[00:00:14.972,503] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x04 index 0x00 status 0x00
[00:00:15.009,826] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
[00:00:15.009,887] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x04 index 0x00 status 0x00
[00:00:15.042,846] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
[00:00:15.042,907] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x04 index 0x00 status 0x00
[00:00:15.050,933] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
