*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:03:17.197,814] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:03:17.201,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.202,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.202,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.202,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.202,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.202,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,155] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,308] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,521] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.203,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.204,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.204,162] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:03:17.204,193] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:03:17.204,223] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:03:17.204,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.204,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.204,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.204,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.205,047] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.205,291] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:17.205,474] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:03:17.205,535] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:03:17.205,566] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:03:17.205,566] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:03:17.219,421] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:03:17.219,451] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:03:17.273,651] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:03:17.273,681] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:03:17.310,272] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:03:17.310,302] <wrn> bttester_mesh: Loading default comp data
[00:03:17.310,546] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:03:17.739,746] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:03:17.777,740] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:03:25.220,550] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:03:25.220,581] <dbg> bttester_mesh: config_prov: 
[00:03:25.220,611] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:03:25.247,283] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:03:25.247,314] <dbg> bttester_mesh: start: 
[00:03:25.247,406] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:03:25.247,558] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.247,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.248,260] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.248,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.248,748] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.249,053] <inf> bt_mesh_provisionee: Device UUID: 25dd047f-19da-40d0-80d5-81602b763c67
[00:03:25.249,084] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:03:25.249,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.250,427] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.250,640] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.250,823] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.251,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.251,373] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.251,647] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.251,831] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.252,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.252,502] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.252,746] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.306,762] <dbg> bttester_mesh: link_open: bearer 0x01
[00:03:25.306,762] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:03:25.315,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.315,734] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.315,979] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.372,131] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.372,375] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.372,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.428,955] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.429,107] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.429,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.429,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.429,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.430,053] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.430,328] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.430,511] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.430,786] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.430,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.431,243] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.451,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.452,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.452,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.452,453] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.452,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.453,033] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:25.453,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
