[00:00:05.968,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,299] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,451] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,573] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.969,604] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.969,635] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.969,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,909] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,092] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,245] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,428] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,855] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.970,916] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.970,947] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.970,947] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.017,669] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.017,669] <wrn> bttester_core: unknown id: 0x04
[00:00:06.017,700] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x01
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,823] <dbg> bttester: tester_init: Initializing tester
[00:00:05.974,060] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.978,363] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,546] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,729] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,912] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
