*** Booting Zephyr OS build v4.0.0-5465-gd39d420c5482 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,493] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,493] <inf> fs_nvs: alloc wra: 0, bb8
[00:00:00.255,523] <inf> fs_nvs: data wra: 0, 554
[00:00:00.255,554] <dbg> bttester: tester_init: Initializing tester
[00:00:05.911,987] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.918,273] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.918,304] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.918,334] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.918,731] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.918,762] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.945,220] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.945,251] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.993,011] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.993,011] <wrn> bttester_mesh: Loading default comp data
[00:00:05.993,225] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.424,255] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.449,859] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.449,859] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.517,608] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.641,967] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.641,998] <dbg> bttester_mesh: config_prov: 
[00:00:11.642,028] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.674,224] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.674,285] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.719,879] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.719,909] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.719,940] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:11.727,722] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:11.727,752] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:11.728,240] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.826,324] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:11.826,354] <dbg> bttester_mesh: reset: 
[00:00:12.379,852] <dbg> bttester_mesh: prov_reset: 
[00:00:12.379,974] <inf> bt_mesh_provisionee: Device UUID: 09f1734f-786f-4d2f-b2f9-1bc5f60f0784
[00:00:12.382,537] <inf> bt_mesh_provisionee: Device UUID: 09f1734f-786f-4d2f-b2f9-1bc5f60f0784
[00:00:12.382,568] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:12.470,642] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.470,672] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.335,418] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.449,279] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:14.449,279] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.185,729] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.185,760] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:16.870,605] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.870,605] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.873,992] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.873,992] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.994,812] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.994,842] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.998,229] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.998,260] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.272,430] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.272,460] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.422,637] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.422,668] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.426,025] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.426,055] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.836,273] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.836,303] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.970,458] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.970,489] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.009,521] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.009,552] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.013,092] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:18.013,122] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.150,787] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.150,787] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.154,235] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.154,266] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.155,822] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x73f74
[00:00:18.343,414] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.343,444] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.346,954] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.346,984] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.348,510] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x73fa0
[00:00:18.483,734] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
