*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,976] <dbg> bttester: tester_init: Initializing tester
[00:00:05.965,393] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.968,688] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:05.968,688] <inf> fs_nvs: alloc wra: 1, b58
[00:00:05.968,688] <inf> fs_nvs: data wra: 1, 920
[00:00:05.973,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,121] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,304] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,135] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.976,165] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.976,196] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.976,287] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,470] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,806] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.976,837] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.997,589] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.997,619] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.035,980] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.036,010] <wrn> bttester_mesh: Loading default comp data
[00:00:06.036,224] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.480,743] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.502,197] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.502,227] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.523,437] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.624,572] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.624,603] <dbg> bttester_mesh: config_prov: 
[00:00:11.624,633] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.645,874] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.645,904] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.651,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.651,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.651,519] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.651,550] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.651,611] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:11.657,043] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:11.657,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.657,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.657,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.658,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.658,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.658,691] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:11.658,721] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.659,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.660,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.660,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.660,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.660,766] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.661,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.661,285] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.661,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.661,682] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.662,078] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.662,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.696,716] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:11.696,746] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:11.717,132] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.717,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.717,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.771,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.771,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.771,575] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.823,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.823,913] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.824,127] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.824,310] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.824,615] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.824,859] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.825,134] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.825,317] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.825,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.825,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.825,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.851,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.851,837] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.852,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.852,264] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.852,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.852,966] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.853,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.903,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.903,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.904,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.904,327] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.904,602] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.938,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.938,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.939,086] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.939,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.939,483] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.939,758] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.940,032] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.943,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.944,030] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.944,244] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.944,427] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.944,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.142,181] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.142,303] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.142,791] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.142,974] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.143,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.143,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.143,829] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.191,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.192,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.192,230] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.192,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.192,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.462,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.462,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
