[00:00:31.734,039] <dbg> bttester_mesh: fault_get_cur: 
[00:00:31.735,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.735,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.735,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.735,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.735,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.736,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.736,572] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.740,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.740,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.740,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.741,058] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:31.741,424] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.975,006] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.979,309] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,163] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,316] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,651] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,834] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,987] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,170] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,445] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.981,475] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.981,506] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.981,597] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,964] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,147] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,543] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,757] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.982,788] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.982,818] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.982,849] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.022,613] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.022,644] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.060,760] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.060,791] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.123,779] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.123,809] <wrn> bttester_mesh: Loading default comp data
[00:00:06.124,053] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.553,466] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.573,852] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.955,535] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.955,566] <dbg> bttester_mesh: config_prov: 
[00:00:13.955,596] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.992,919] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.992,950] <dbg> bttester_mesh: start: 
[00:00:13.993,041] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:13.993,194] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.993,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.993,957] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.994,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.994,445] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.994,750] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:13.994,781] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.995,513] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.996,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.996,307] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.996,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.996,795] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.997,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.997,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.997,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.997,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.997,955] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.998,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.025,360] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.025,360] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.045,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.045,867] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.046,112] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.096,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.096,496] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.096,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.150,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.150,665] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.150,909] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.151,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.151,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.151,611] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.151,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.152,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.152,252] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.152,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.152,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.174,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.174,682] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.175,018] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.175,201] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.175,415] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.175,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.176,055] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.230,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.230,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.231,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.231,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.231,597] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.252,685] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.252,807] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.253,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.253,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.253,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.253,692] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.253,936] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.257,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.257,934] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.258,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.258,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.258,636] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.462,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.462,768] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.463,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.463,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.463,745] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.464,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.464,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.521,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.521,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.521,881] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.522,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.522,369] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.077,453] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.077,575] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.078,063] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.078,216] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.078,430] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.078,979] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.079,254] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,422] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,636] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.133,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.166,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.166,107] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.166,381] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.166,564] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.166,778] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.167,266] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.167,510] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.171,539] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.171,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.171,905] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.172,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.172,393] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.198,486] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.198,577] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.198,852] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.199,035] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.199,340] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.199,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.199,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.203,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,071] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.204,772] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,863] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.235,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.235,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.235,626] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.235,961] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.236,206] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,203] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,386] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,570] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,783] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.241,058] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.477,630] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.477,722] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.477,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.478,179] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.478,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.478,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.479,095] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.533,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.533,203] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.533,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.533,630] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.533,905] <wrn> net_buf: Timeout discarded. No blocking in syswq
