[00:03:29.169,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:29.170,104] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:29.170,288] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:29.170,501] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:29.170,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.128,601] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.132,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.132,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,239] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,422] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,575] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,728] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.133,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,063] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,246] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,429] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.134,887] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.134,918] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.134,948] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.135,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.135,223] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.135,375] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.135,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.135,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.135,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.136,169] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.136,199] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.136,230] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.136,260] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.150,787] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.150,817] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
