*** Booting Zephyr OS build v4.2.0-694-g5c7c3980eb06 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.389,984] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.393,646] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.393,676] <inf> fs_nvs: alloc wra: 1, 988
[00:00:00.393,676] <inf> fs_nvs: data wra: 1, 74c
[00:00:00.393,737] <dbg> bttester: tester_init: Initializing tester
[00:01:08.181,060] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:01:08.187,011] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:01:08.187,042] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:01:08.187,072] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 99
[00:01:08.187,469] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:01:08.187,500] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:01:08.214,263] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:01:08.251,525] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:01:08.251,556] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:01:08.304,656] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:01:08.363,403] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:01:08.363,433] <wrn> bttester_mesh: Loading default comp data
[00:01:08.363,647] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:01:08.793,426] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:01:08.818,939] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:01:08.818,969] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:01:08.857,360] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:01:08.857,391] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:01:08.931,823] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:01:13.021,820] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:01:13.021,881] <dbg> bttester_mesh: config_prov: 
[00:01:13.021,881] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:01:13.027,313] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:01:13.027,374] <dbg> bttester_mesh: start: 
[00:01:13.027,374] <inf> bttester_mesh: Loading stored setting

[00:01:13.188,323] <inf> bt_hci_core: HCI transport: Controller
[00:01:13.188,415] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:01:13.188,446] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:01:13.188,476] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:01:13.214,141] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:01:13.214,172] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:01:13.214,569] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:01:13.241,912] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:01:13.241,912] <dbg> bttester_mesh: reset: 
[00:01:13.325,836] <dbg> bttester_mesh: dfd_srv_del: Deleting the firmware image from the distributor.
[00:01:14.437,011] <dbg> bttester_mesh: prov_reset: 
[00:01:14.437,103] <inf> bt_mesh_provisionee: Device UUID: caf8463d-943c-4229-a179-854886fc52e7
[00:01:14.437,988] <inf> bt_mesh_provisionee: Device UUID: caf8463d-943c-4229-a179-854886fc52e7
[00:01:14.437,988] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:01:14.504,241] <dbg> bttester_mesh: link_open: bearer 0x01
[00:01:14.504,272] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:01:16.387,481] <inf> bt_mesh_main: Primary Element: 0x0002
[00:01:16.716,003] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:01:16.716,033] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:01:18.375,061] <dbg> bttester_mesh: link_close: bearer 0x01
[00:01:18.375,122] <dbg> bttester: tester_event: service 0x04 opcode 0x85
