*** Booting Zephyr OS build v4.2.0-694-g5c7c3980eb06 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,946] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,927] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,927] <inf> fs_nvs: alloc wra: 7, ee0
[00:00:00.256,958] <inf> fs_nvs: data wra: 7, 174
[00:00:00.257,019] <dbg> bttester: tester_init: Initializing tester
[00:00:05.897,949] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.904,144] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.904,144] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.904,174] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 99
[00:00:05.904,602] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.904,632] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.932,708] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.048,217] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.048,248] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.085,479] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.128,234] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.128,234] <wrn> bttester_mesh: Loading default comp data
[00:00:06.128,479] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.557,678] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.618,499] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.618,499] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.675,415] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.675,445] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.712,829] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:08.840,576] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:08.840,606] <dbg> bttester_mesh: config_prov: 
[00:00:08.840,606] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:08.887,329] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:08.887,359] <dbg> bttester_mesh: start: 
[00:00:08.887,390] <inf> bttester_mesh: Loading stored setting

[00:00:08.962,829] <inf> bt_hci_core: HCI transport: Controller
[00:00:08.962,951] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:08.962,982] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:08.963,012] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:08.984,405] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:08.984,436] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:08.984,863] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:09.061,523] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:09.061,553] <dbg> bttester_mesh: reset: 
[00:00:09.771,575] <dbg> bttester_mesh: prov_reset: 
[00:00:09.771,697] <inf> bt_mesh_provisionee: Device UUID: caf8463d-943c-4229-a179-854886fc52e7
[00:00:09.775,726] <inf> bt_mesh_provisionee: Device UUID: caf8463d-943c-4229-a179-854886fc52e7
[00:00:09.775,756] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
