[00:00:20.709,136] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:20.710,632] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:20.710,662] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,823] <dbg> bttester: tester_init: Initializing tester
[00:00:05.980,346] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.984,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,649] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,022] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,511] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,633] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.986,663] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.986,694] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.986,785] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,152] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,518] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,731] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,945] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.987,976] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.988,006] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.988,037] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.018,280] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.018,280] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.061,279] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.376,007] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.376,037] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.420,288] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.420,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.421,020] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.508,087] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.508,117] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.509,796] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.509,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.510,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.510,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.435,699] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.549,255] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.670,776] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:14.789,764] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:14.800,689] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
