*** Booting Zephyr OS build v4.0.0-1675-g9cebb3ff6339 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:02.297,515] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:02.301,696] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.301,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,246] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,398] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,734] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.302,886] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,588] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,741] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.303,863] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:02.303,894] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:02.303,924] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:02.304,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.304,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.304,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.304,565] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.304,748] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.304,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:02.305,175] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:02.305,206] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:02.305,236] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:02.305,267] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:02.343,597] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:02.343,627] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:02.386,566] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:02.386,566] <wrn> bttester_mesh: Loading default comp data
[00:00:02.386,840] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:02.819,976] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:02.863,586] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:03.231,903] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:03.231,964] <dbg> bttester_mesh: start: 
[00:00:03.232,055] <inf> bt_mesh_provisionee: Device UUID: 00000000-0000-0000-0000-000000000000
[00:00:03.232,177] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.232,360] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.233,001] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.233,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.233,459] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.233,764] <inf> bt_mesh_provisionee: Device UUID: 00000000-0000-0000-0000-000000000000
[00:00:03.233,795] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:03.234,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.235,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.235,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.235,626] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:03.235,931] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.999,877] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.004,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,302] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,669] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,821] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,974] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,157] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,310] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,462] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,828] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,011] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,164] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,286] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.006,317] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.006,347] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.006,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,622] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,805] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,598] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.007,629] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.007,659] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.007,690] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.073,486] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.073,516] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.131,591] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.131,622] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.164,306] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.164,337] <wrn> bttester_mesh: Loading default comp data
[00:00:06.164,611] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.597,534] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.641,418] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.995,056] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.995,086] <dbg> bttester_mesh: config_prov: 
[00:00:13.995,086] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.016,571] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.016,632] <dbg> bttester_mesh: start: 
[00:00:14.016,723] <inf> bt_mesh_provisionee: Device UUID: 1aa93d53-d391-4f2b-b899-8c121cdf8ea2
[00:00:14.016,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.017,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.017,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.017,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.018,005] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.018,310] <inf> bt_mesh_provisionee: Device UUID: 1aa93d53-d391-4f2b-b899-8c121cdf8ea2
[00:00:14.018,341] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.019,134] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.019,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.019,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.020,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.020,446] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.020,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.020,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.021,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.021,362] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.021,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.022,155] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.057,250] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:14.057,281] <dbg> bttester_mesh: provision_node: 
[00:00:14.057,312] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:14.064,758] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:14.064,788] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:14.065,216] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:14.080,291] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.080,535] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.080,780] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.138,946] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.139,221] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.139,495] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.143,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.143,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.143,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.143,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.144,195] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.144,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.144,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.144,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.145,080] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.145,263] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.145,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.130,615] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:15.130,676] <dbg> bttester_mesh: provision_adv: 
[00:00:15.130,798] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:15.154,907] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.154,998] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.155,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.156,127] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.156,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,675] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.160,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
