[00:00:24.964,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.965,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.965,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.965,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.965,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.966,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.966,308] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.970,214] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.970,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.970,581] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.970,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.971,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.479,888] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.483,978] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,649] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.484,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.485,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.485,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.485,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.485,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.485,870] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.486,053] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.486,175] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.486,206] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.486,236] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.486,328] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.486,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
