*** Booting Zephyr OS build 4.1.99 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.257,415] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.257,415] <inf> fs_nvs: alloc wra: 0, fc0
[00:00:00.257,415] <inf> fs_nvs: data wra: 0, 34
[00:00:00.257,476] <dbg> bttester: tester_init: Initializing tester
[00:00:05.893,585] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.899,749] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.899,780] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.899,810] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.900,207] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.900,238] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.933,532] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:05.965,606] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.965,637] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.008,056] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.070,709] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.070,739] <wrn> bttester_mesh: Loading default comp data
[00:00:06.070,983] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.499,053] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.559,600] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.559,631] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.643,280] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.643,310] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.716,491] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.832,153] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.832,183] <dbg> bttester_mesh: config_prov: 
[00:00:12.832,214] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.844,451] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.844,482] <dbg> bttester_mesh: start: 
[00:00:12.844,512] <inf> bttester_mesh: Loading stored setting

[00:00:12.854,064] <inf> bt_hci_core: HCI transport: Controller
[00:00:12.854,156] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.854,187] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.854,217] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.860,717] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:12.862,274] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:12.862,304] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.923,583] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.923,614] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:16.002,716] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:16.011,047] <err> bt_mesh_main: Failed to import device key
[00:00:16.011,047] <err> bt_mesh_provisionee: Failed to provision (err -120)
[00:00:17.698,120] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.698,150] <dbg> bttester: tester_event: service 0x04 opcode 0x85
