[00:00:29.925,689] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:29.927,124] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:29.928,649] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:29.928,680] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,823] <dbg> bttester: tester_init: Initializing tester
[00:00:06.015,716] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.019,805] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,477] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,660] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,484] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,942] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.021,972] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.022,003] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.022,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,254] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.023,284] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.023,315] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.023,345] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.040,802] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.040,832] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.065,917] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.404,388] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.404,418] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:14.459,564] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:14.460,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.460,235] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:14.621,490] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.621,520] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:14.623,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.623,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.623,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.623,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.497,344] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:16.602,661] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:16.604,583] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:16.724,182] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:16.844,177] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:16.963,165] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:16.974,090] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:17.082,733] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:17.092,803] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
