SIG_ST:0,MESH/NODE/FRND/FN/BV-20-C-LT2,MESH
SIG_DT:15,0,0,3,030c00
SIG_DT:140,1,1,6,0e0401030c00
SIG_DT:140,0,0,11,010c08ffffffffffffff3f
SIG_DT:140,1,1,6,0e0401010c00
SIG_DT:140,0,0,3,011000
SIG_DT:140,1,1,14,0e0c0101100008e830080a00e830
SIG_DT:140,0,0,3,031000
SIG_DT:140,1,1,14,0e0c01031000ffff8f7ed81f5b87
SIG_DT:140,0,0,3,091000
SIG_DT:140,1,1,12,0e0a01091000351cf2dc1b00
SIG_DT:140,0,0,5,6d0c020101
SIG_DT:140,1,1,6,0e04016d0c00
SIG_DT:140,0,0,3,032000
SIG_DT:140,1,1,14,0e0c010320001f00000000000000
SIG_DT:140,0,0,11,0120083f00000000000000
SIG_DT:156,1,1,6,0e0401012000
SIG_DT:156,0,0,10,11200700000000000000
SIG_DT:156,1,1,6,0e0401112000
SIG_DT:156,0,0,10,11200701000000000000
SIG_DT:156,1,1,6,0e0401112000
SIG_DT:156,0,0,18,06200f000200030000000000000000000700
SIG_DT:156,1,1,6,0e0401062000
SIG_DT:156,0,0,35,08202016020106030227180e095054532d4d4553482d33353143000000000000000000
SIG_DT:156,1,1,6,0e0401082000
SIG_DT:156,0,0,35,0920200403190000000000000000000000000000000000000000000000000000000000
SIG_DT:156,1,1,6,0e0401092000
SIG_DT:187,0,0,10,0b2007001e001e000000
SIG_DT:187,1,1,6,0e04010b2000
SIG_DT:202,0,0,5,0c20020100
SIG_DT:202,1,1,6,0e04010c2000
SIG_DT:202,0,0,18,06200fa000a0000300000000000000000700
SIG_DT:202,1,1,6,0e0401062000
SIG_DT:202,1,1,45,3e2b02010300697b7513b2781f030371fe1aff080000045c00364d3737463030304146000000000000000000b0
SIG_LG:218,4,MMI:  This test requires an additional PTS running as a node. The provisioner will provision two nodes to share the same network. Please press OK after the other PTS instance is ready for provisioning.
SIG_LG:234,4,MMI:  There is no shared security information. Please remove any security information if any. PTS is waiting for beacon to start provisioning from IUT with UUID value indicated in 'TSPX_device_uuid'
SIG_DT:234,0,0,18,06200fa000a0000300000000000000000700
SIG_DT:234,1,1,6,0e0401062000
SIG_DT:437,1,1,39,3e25020103018ad8e6eb963e19182b0057faeef277ea431d888ec4b2d9ed0838000000000000dc
SIG_DT:437,0,0,35,082020181729d2dce118000357faeef277ea431d888ec4b2d9ed083800000000000000
SIG_DT:452,1,1,6,0e0401082000
SIG_DT:452,0,0,4,0a200101
SIG_DT:452,1,1,6,0e04010a2000
SIG_DT:484,0,0,4,0a200100
SIG_DT:484,1,1,6,0e04010a2000
SIG_DT:484,0,0,4,0a200101
SIG_DT:484,1,1,6,0e04010a2000
SIG_DT:484,1,1,39,3e25020103018ad8e6eb963e19182b0057faeef277ea431d888ec4b2d9ed0838000000000000dc
SIG_DT:515,0,0,4,0a200100
SIG_DT:515,1,1,39,3e25020103018ad8e6eb963e19182b0057faeef277ea431d888ec4b2d9ed0838000000000000d8
SIG_DT:515,1,1,6,0e04010a2000
SIG_DT:515,0,0,4,0a200101
SIG_DT:515,1,1,6,0e04010a2000
SIG_DT:530,1,1,39,3e25020103018ad8e6eb963e19182b0057faeef277ea431d888ec4b2d9ed0838000000000000de
SIG_DT:546,0,0,4,0a200100
SIG_DT:546,1,1,22,3e1402010301f40d08e3f002080729d2dce1180007dc
SIG_DT:546,1,1,6,0e04010a2000
SIG_DT:562,0,0,35,0820200d0c29d2dce11800000002f70002000000000000000000000000000000000000
