*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,340] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,371] <inf> fs_nvs: alloc wra: 1, b98
[00:00:00.255,371] <inf> fs_nvs: data wra: 1, 510
[00:00:00.255,432] <dbg> bttester: tester_init: Initializing tester
[00:00:06.003,540] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.007,873] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,544] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,880] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,033] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,399] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,582] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,735] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.009,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,040] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.010,070] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.010,101] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.010,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,375] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,620] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.010,742] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:06.010,772] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.051,452] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.051,452] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.105,438] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.105,438] <wrn> bttester_mesh: Loading default comp data
[00:00:06.105,651] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.554,931] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.590,820] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.590,850] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.648,437] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.734,100] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.734,130] <dbg> bttester_mesh: config_prov: 
[00:00:11.734,161] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.807,342] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.807,373] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.876,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.876,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.876,556] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.876,586] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.876,647] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:11.883,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.883,880] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.884,521] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.884,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.885,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.885,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.885,528] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:11.885,559] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:11.886,047] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.886,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.886,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.894,683] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.894,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.895,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.895,233] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.895,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.981,536] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:11.981,567] <dbg> bttester_mesh: reset: 
[00:00:11.981,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.601,379] <dbg> bttester_mesh: prov_reset: 
[00:00:12.601,470] <inf> bt_mesh_provisionee: Device UUID: 48aba2fd-8975-43d5-bfb3-5de85e2f13e2
[00:00:12.604,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.604,583] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.604,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.605,224] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.605,438] <inf> bt_mesh_provisionee: Device UUID: 48aba2fd-8975-43d5-bfb3-5de85e2f13e2
[00:00:12.605,468] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:12.607,238] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.607,421] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.607,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.607,818] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.608,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.609,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.609,741] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.609,924] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.665,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.665,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.665,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.707,427] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.707,427] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:12.716,583] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.716,735] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.716,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.717,132] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.717,437] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.731,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.731,658] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.731,903] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.732,086] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.732,299] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.732,696] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.732,940] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.790,374] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.790,527] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.790,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.790,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.791,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.817,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.817,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.817,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.817,871] <wrn> net_buf: Timeout discarded. No blocking in syswq
