[00:00:35.542,907] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.543,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.543,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.543,457] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.543,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.544,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.544,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.549,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.549,621] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.549,835] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.550,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:35.550,354] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.962,768] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.967,224] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,407] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,078] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,750] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,085] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,268] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,390] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.969,421] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.969,451] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.969,543] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,245] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,489] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,672] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.970,703] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.970,733] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.970,764] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.000,183] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.000,213] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.043,548] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.043,579] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.092,285] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.092,285] <wrn> bttester_mesh: Loading default comp data
[00:00:06.092,559] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.521,942] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.537,292] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.916,778] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
