*** Booting Zephyr OS build 4.1.99 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,805] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,835] <inf> fs_nvs: alloc wra: 3, f00
[00:00:00.256,835] <inf> fs_nvs: data wra: 3, 1d0
[00:00:00.259,063] <dbg> bttester: tester_init: Initializing tester
[00:00:05.909,088] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.915,069] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.915,100] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.915,130] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.915,527] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.915,557] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.947,448] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.004,882] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.004,913] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.026,092] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.075,286] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.075,286] <wrn> bttester_mesh: Loading default comp data
[00:00:06.075,531] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.503,448] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.545,379] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.545,410] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.614,624] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.614,654] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.750,183] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.839,477] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.839,538] <dbg> bttester_mesh: config_prov: 
[00:00:12.839,538] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.850,158] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.850,189] <dbg> bttester_mesh: start: 
[00:00:12.850,219] <inf> bttester_mesh: Loading stored setting

[00:00:12.877,105] <inf> bt_hci_core: HCI transport: Controller
[00:00:12.877,197] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.877,227] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.877,258] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.890,258] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:12.891,876] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:12.891,906] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.963,043] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.963,073] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:16.059,936] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:16.086,090] <err> bt_mesh_main: Failed to import device key
[00:00:16.086,090] <err> bt_mesh_provisionee: Failed to provision (err -120)
[00:00:17.790,161] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.790,191] <dbg> bttester: tester_event: service 0x04 opcode 0x85
