*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.019,378] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.023,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,017] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,230] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,383] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.024,871] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,207] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,573] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,848] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.025,878] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.025,909] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.026,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,519] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,160] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.027,191] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.027,221] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.027,221] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.047,363] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.707,763] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.707,824] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.751,373] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x10 index 0x00
[00:00:06.751,403] <dbg> bttester_gap: set_io_cap: io_cap: 4
[00:00:06.751,434] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x10 index 0x00 status 0x00
[00:00:06.817,687] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x02 index 0x00
[00:00:06.817,687] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.865,264] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.865,295] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.865,325] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.889,221] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.889,251] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.901,519] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.901,550] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.901,550] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.913,360] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.913,360] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.967,529] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.967,559] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.967,590] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.987,304] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.987,335] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.998,199] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.998,229] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.998,229] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.067,687] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:07.067,687] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:07.130,249] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x07 index 0x00
[00:00:14.181,213] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:14.181,793] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.181,915] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:14.239,227] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.239,227] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:14.240,936] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.241,058] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.241,180] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.241,302] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.226,165] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x11 index 0x00
[00:00:15.226,196] <dbg> bttester_gatt: gatt_buf_add: 3/2048 used
[00:00:15.320,312] <dbg> bttester: tester_rsp_full: service 0x02 opcode 0x11
[00:00:16.360,839] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x11 index 0x00
[00:00:16.362,396] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x11 index 0x00 status 0x00
[00:00:17.000,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.240,386] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:17.391,326] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x11 index 0x00
[00:00:17.391,357] <dbg> bttester_gatt: gatt_buf_add: 3/2048 used
[00:00:17.480,407] <dbg> bttester_gatt: gatt_buf_add: 25/2048 used
[00:00:17.840,515] <dbg> bttester: tester_rsp_full: service 0x02 opcode 0x11
[00:00:17.843,811] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x13
[00:00:17.843,841] <dbg> bttester: tester_event: service 0x01 opcode 0x83
