*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.388,488] <dbg> bttester: tester_init: Initializing tester
[00:00:36.754,028] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:36.758,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.758,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.758,544] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.758,728] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.758,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,063] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,216] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,399] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,552] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,735] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.759,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.760,070] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.760,253] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.760,345] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:36.760,375] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:36.760,406] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:36.760,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.760,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.760,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.761,047] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.761,230] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.761,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.761,657] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:36.761,688] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:36.761,718] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:36.761,749] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:36.834,503] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:37.323,120] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:37.323,181] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.356,079] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x10 index 0x00
[00:00:37.356,109] <dbg> bttester_gap: set_io_cap: io_cap: 4
[00:00:37.356,109] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x10 index 0x00 status 0x00
[00:00:37.394,683] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x02 index 0x00
[00:00:37.394,683] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.436,767] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.436,798] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.436,798] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.547,668] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.547,698] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.576,477] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.576,477] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.576,507] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.640,655] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.640,655] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.667,358] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.667,358] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.667,388] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.697,174] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.697,204] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.724,731] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.724,731] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.724,761] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.778,778] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.778,808] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.795,257] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x07 index 0x00
[00:00:46.833,435] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0a index 0x00
[00:00:46.833,557] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.833,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.833,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.834,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.834,411] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.947,692] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:46.947,723] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:46.949,218] <dbg> bttester: tester_event: service 0x01 opcode 0x80
[00:00:46.950,286] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.950,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.950,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.950,683] <wrn> net_buf: Timeout discarded. No blocking in syswq
