*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.385,284] <dbg> bttester: tester_init: Initializing tester
[00:00:43.994,934] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:43.999,176] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.999,328] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.999,511] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.999,694] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.999,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,030] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,183] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,366] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,518] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,701] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.000,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.001,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.001,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.001,342] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:44.001,373] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:44.001,403] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:44.001,495] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.001,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.001,831] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.002,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.002,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.002,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:44.002,624] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:44.002,655] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:44.002,685] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:44.002,716] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:44.033,081] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:44.033,111] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:44.054,138] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:44.054,138] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:44.096,435] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:44.096,435] <wrn> bttester_mesh: Loading default comp data
[00:00:44.096,679] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:44.523,712] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:44.553,192] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:54.950,714] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:54.950,744] <dbg> bttester_mesh: config_prov: 
[00:00:54.950,775] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:54.982,879] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:54.982,910] <dbg> bttester_mesh: start: 
[00:00:54.983,032] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:54.983,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.983,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.984,008] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.984,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.984,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.984,771] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:54.984,802] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:54.985,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.986,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.986,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.986,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.986,846] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.987,091] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.987,365] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.987,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.987,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.988,067] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:54.988,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.013,092] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:55.013,122] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:55.047,546] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.047,790] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.048,034] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.105,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.105,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.105,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.165,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.165,771] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.165,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.166,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.166,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.166,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.166,992] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.167,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.167,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.167,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.167,816] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.197,570] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.197,692] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.198,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.198,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.198,425] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.198,638] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.198,883] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.254,180] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.254,333] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.254,547] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.254,730] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.255,035] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.300,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.300,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.300,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.300,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.300,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.301,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.301,574] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.305,389] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.305,572] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.305,786] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.305,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.306,274] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.529,022] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.529,144] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.529,388] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.529,571] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.529,785] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:55.530,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
