[00:00:18.638,549] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.640,045] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.640,045] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.021,484] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.025,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,665] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.025,848] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,031] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,519] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.026,855] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,038] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,374] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,557] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,648] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.027,679] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.027,709] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.027,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.027,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,350] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,533] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,961] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.028,991] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.029,022] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.029,052] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.039,031] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.039,062] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.077,697] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.740,783] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.740,814] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.758,911] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.759,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.759,613] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.868,286] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.868,316] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.869,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.870,147] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.870,239] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.870,391] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.799,743] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:13.909,851] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:17.329,803] <err> bt_l2cap: Credits overflow
[00:00:17.449,798] <dbg> bttester: tester_event: service 0x03 opcode 0x82
