[00:00:18.068,145] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.069,580] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.071,105] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.071,105] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.024,291] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.028,503] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,686] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.028,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,205] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,357] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,693] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.029,846] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.030,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.030,212] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.030,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.030,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.030,670] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.030,700] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.030,731] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.030,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,005] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,341] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,768] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,951] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.031,982] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.032,012] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.032,043] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.104,675] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.104,705] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.142,700] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.436,584] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.436,614] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.476,959] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.477,539] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.477,630] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.508,941] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.508,941] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.510,650] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.510,772] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.510,894] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.511,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.590,087] <err> bt_conn: Unexpected first L2CAP frame
[00:00:12.590,118] <err> bt_l2cap: L2CAP length mismatch (13 != 10)
[00:00:16.190,185] <dbg> bttester: tester_event: service 0x03 opcode 0x81
