[00:01:25.811,981] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.812,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.812,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.812,530] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.812,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.813,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.813,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.817,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.817,535] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.817,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.817,932] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:25.818,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2079-g85e83038613a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.006,622] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.010,894] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,077] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,230] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,413] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.011,901] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,054] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,420] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,573] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,756] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,908] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,031] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.013,061] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.013,092] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.013,183] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,366] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,343] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.014,373] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.014,404] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.014,434] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.065,032] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.065,063] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.093,048] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.093,078] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.119,262] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.119,293] <wrn> bttester_mesh: Loading default comp data
[00:00:06.119,598] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.574,218] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.616,912] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.045,501] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.045,532] <dbg> bttester_mesh: config_prov: 
[00:00:13.045,532] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.149,505] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.149,536] <dbg> bttester_mesh: start: 
[00:00:13.149,658] <inf> bt_mesh_provisionee: Device UUID: e368ccb8-14b2-42a3-966f-221fdc42d34f
