*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.924,285] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.930,267] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.930,297] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.930,328] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.931,213] <inf> bt_hci_core: HCI transport: Controller
[00:00:05.931,304] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.931,335] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.931,365] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.931,396] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.007,720] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.050,354] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.050,384] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.087,585] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.167,297] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.167,327] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.213,836] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.349,548] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.349,548] <wrn> bttester_mesh: Loading default comp data
[00:00:06.349,822] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.778,045] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.791,595] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.926,208] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.926,269] <dbg> bttester_mesh: config_prov: 
[00:00:12.926,269] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.978,149] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.978,210] <dbg> bttester_mesh: start: 
[00:00:12.978,302] <inf> bt_mesh_provisionee: Device UUID: 754b1251-c7e7-45c4-bacd-2db5909deaea
[00:00:12.979,888] <inf> bt_mesh_provisionee: Device UUID: 754b1251-c7e7-45c4-bacd-2db5909deaea
[00:00:12.979,919] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.040,863] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:13.040,863] <dbg> bttester_mesh: provision_node: 
[00:00:13.040,924] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:13.048,034] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:13.048,065] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:13.048,461] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:13.149,597] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:13.149,658] <dbg> bttester_mesh: provision_adv: 
[00:00:13.149,749] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:01:13.660,614] <dbg> bttester_mesh: link_close: bearer 0x01
[00:01:13.660,644] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:01:13.745,452] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:01:13.745,483] <dbg> bttester_mesh: provision_adv: 
[00:01:13.745,574] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:01:13.802,734] <dbg> bttester_mesh: link_open: bearer 0x01
[00:01:13.802,734] <dbg> bttester: tester_event: service 0x04 opcode 0x84
