[00:00:30.472,595] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:30.473,999] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:30.475,524] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:30.475,555] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.007,781] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.012,023] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,176] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,359] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,542] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,695] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,031] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,214] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,366] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,068] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,190] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.014,221] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.014,251] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.014,343] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,526] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,045] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,289] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,472] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.015,502] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.015,533] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.015,563] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.031,005] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.031,036] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.063,903] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.620,635] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.620,697] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.631,164] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.631,683] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.631,805] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.693,420] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.693,450] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.695,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.695,312] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.695,434] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.695,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.669,647] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.734,619] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.736,541] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.856,140] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:14.976,135] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:15.095,123] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:15.106,048] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:15.214,691] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:15.224,731] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
