[00:00:58.684,906] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.685,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.685,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.685,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.685,668] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.686,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.686,462] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.690,368] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.690,521] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.690,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.690,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:58.691,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.963,256] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.967,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,688] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,055] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,238] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,421] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,604] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,726] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
