*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.250,732] <dbg> bttester: tester_init: Initializing tester
[00:00:05.878,997] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.884,857] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.884,887] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.884,918] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.885,864] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.885,925] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.885,955] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.885,955] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.928,283] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.928,314] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.955,108] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.955,139] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.992,279] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.992,279] <wrn> bttester_mesh: Loading default comp data
[00:00:05.992,553] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.419,647] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.444,000] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.867,492] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.867,523] <dbg> bttester_mesh: config_prov: 
[00:00:12.867,553] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.910,064] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.910,095] <dbg> bttester_mesh: start: 
[00:00:12.910,217] <inf> bt_mesh_provisionee: Device UUID: 35d2fa06-8cd6-4f96-a7af-2a6aea232d4d
[00:00:12.911,743] <inf> bt_mesh_provisionee: Device UUID: 35d2fa06-8cd6-4f96-a7af-2a6aea232d4d
[00:00:12.911,773] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.933,258] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.933,288] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:17.627,410] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:17.634,552] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:17.634,552] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:19.374,084] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:19.374,114] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:20.079,956] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:20.079,956] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.083,282] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:20.083,282] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.170,043] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:20.170,074] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.173,370] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:20.173,370] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.531,799] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:20.531,860] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.648,376] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:20.648,406] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.651,702] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:20.651,733] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
