*** Booting Zephyr OS build v4.0.0-rc2 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.964,080] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:05.968,383] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,055] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,207] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,543] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,696] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,245] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,397] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,520] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.970,550] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.970,581] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 0
[00:00:05.970,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,855] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,008] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,374] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,801] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.971,832] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.971,862] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.971,893] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.007,385] <dbg> bttester: cmd_handler: cmd service 1 opcode 3 index 0
[00:00:06.293,945] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.293,975] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.337,066] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.337,158] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.379,150] <dbg> bttester: cmd_handler: cmd service 29 opcode 2 index 0
[00:00:06.379,180] <dbg> bttester_ots: ots_obj_created: id=256 size=100
[00:00:12.438,720] <dbg> bttester: cmd_handler: cmd service 1 opcode 10 index 0
[00:00:12.438,873] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.439,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.439,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.439,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.439,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.865,051] <dbg> bttester: tester_event: service 1 opcode 130
[00:00:12.866,546] <dbg> bttester: tester_event: service 1 opcode 128
[00:00:12.867,584] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.867,706] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.867,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.867,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.803,680] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.033,416] <dbg> bttester: tester_event: service 1 opcode 137
[00:00:16.117,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.117,736] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.117,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.864,929] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.990,936] <dbg> bttester: tester_event: service 1 opcode 136
[00:00:19.116,485] <dbg> bttester: tester_event: service 1 opcode 131
