[00:00:26.942,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.964,477] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.968,780] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.968,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,299] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,451] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,787] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.969,940] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,489] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,855] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,977] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.971,008] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.971,038] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.971,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,496] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,679] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,320] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.972,351] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.972,381] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.972,412] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.992,156] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.482,177] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.482,208] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:15.518,096] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x08 index 0x00
[00:00:15.629,272] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0a index 0x00
[00:00:15.629,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.629,547] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.629,730] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.629,913] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.630,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.057,647] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:16.057,678] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:16.059,204] <dbg> bttester: tester_event: service 0x01 opcode 0x80
[00:00:16.060,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.060,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.060,516] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.060,668] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:21.057,525] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:21.183,471] <dbg> bttester: tester_event: service 0x01 opcode 0x88
[00:00:24.121,276] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.351,196] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:24.435,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.435,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.435,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.746,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.871,551] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:32.128,021] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x17 index 0x00
[00:00:32.246,124] <dbg> bttester: tester_rsp_full: service 0x02 opcode 0x17
[00:00:33.559,112] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x13
[00:00:33.559,173] <dbg> bttester: tester_event: service 0x01 opcode 0x83
