*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,493] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,523] <inf> fs_nvs: alloc wra: 7, b48
[00:00:00.255,523] <inf> fs_nvs: data wra: 7, 500
[00:00:00.255,615] <dbg> bttester: tester_init: Initializing tester
[00:00:05.995,086] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.999,206] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.999,359] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.999,542] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.999,725] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.999,908] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,061] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,213] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,396] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,946] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,098] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,281] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,403] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.001,434] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.001,464] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.001,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,739] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,105] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:06.002,136] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.032,257] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.032,287] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.038,787] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.038,818] <wrn> bttester_mesh: Loading default comp data
