[00:00:19.709,503] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.710,968] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.710,998] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.007,812] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.011,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,298] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,481] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,664] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,817] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,305] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,671] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,129] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.014,160] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.014,190] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.014,282] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,465] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,617] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,411] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.015,441] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.015,472] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.015,502] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.051,055] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.051,086] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.083,709] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.408,050] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.408,081] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.457,916] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.458,496] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.458,618] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.511,047] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.511,077] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.512,756] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.512,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.513,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.513,122] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.512,451] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.612,213] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.732,238] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:14.733,734] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
