[00:00:36.316,955] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.317,077] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.317,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.317,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.317,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.318,054] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.318,298] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.322,174] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.322,357] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.322,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.322,753] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.323,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.000,671] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.005,310] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,493] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,828] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,011] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,164] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,317] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,835] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,171] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,354] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,476] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.007,507] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.007,537] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.007,629] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,331] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,575] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.008,758] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.008,789] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.008,819] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.008,850] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.080,169] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.080,200] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.106,719] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.106,750] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.135,559] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.135,559] <wrn> bttester_mesh: Loading default comp data
[00:00:06.135,833] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.567,260] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.576,568] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.071,014] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.071,044] <dbg> bttester_mesh: config_prov: 
[00:00:14.071,075] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.099,060] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.099,121] <dbg> bttester_mesh: start: 
[00:00:14.099,212] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.099,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.099,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.100,128] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.100,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.100,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.100,921] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.100,921] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.101,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.102,264] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.102,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.102,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.102,966] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.103,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.103,485] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.103,668] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.103,881] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.104,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.104,522] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.124,176] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:14.124,206] <dbg> bttester_mesh: provision_node: 
[00:00:14.124,237] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:14.131,591] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:14.131,591] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:14.131,988] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:14.154,937] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.155,120] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.155,364] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.207,397] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.207,611] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.207,855] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.211,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.211,883] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.212,066] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.212,249] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.212,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.212,799] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.213,073] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.213,256] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.213,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.213,623] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.213,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.192,382] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:15.192,413] <dbg> bttester_mesh: provision_adv: 
[00:00:15.192,535] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:15.233,642] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.233,734] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,008] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.234,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.235,046] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.238,952] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,105] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,318] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,501] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,706] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.756,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.756,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.756,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.760,528] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.760,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.760,894] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.761,077] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.761,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.788,391] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:15.788,421] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:15.795,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.795,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.796,112] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.796,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.796,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.796,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.797,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,903] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.801,086] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.801,269] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.801,574] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.131,927] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.132,049] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.132,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.132,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.132,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.133,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.133,453] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.190,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.190,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.190,368] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.190,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.216,766] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.216,888] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.217,163] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.217,346] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.217,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.217,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.218,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.221,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.222,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.222,198] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.222,381] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.222,686] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.309,173] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.309,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.309,814] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.309,967] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.310,180] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.310,638] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.310,943] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.314,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.315,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.315,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.315,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.315,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.340,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.340,972] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.341,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.341,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.341,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.341,979] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.342,224] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.346,252] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.346,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.346,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.346,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.347,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.385,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.385,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.385,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.385,772] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.385,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.386,474] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.386,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.390,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.390,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,296] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,571] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.860,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.860,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.861,053] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.861,206] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.861,419] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.861,938] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.862,182] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.917,022] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.917,205] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.917,388] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.917,572] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.917,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.950,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.951,110] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.951,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.951,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.951,782] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.952,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.952,301] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.956,329] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.956,481] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.956,695] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.956,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.957,183] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.167,510] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.167,633] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.167,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.168,060] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.168,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.168,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.169,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.226,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.227,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.227,325] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.227,539] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.227,813] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.259,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.260,009] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.260,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.260,467] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.260,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.261,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.261,260] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.265,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
