[00:00:37.868,957] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.869,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.869,384] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.869,567] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.869,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.870,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.870,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.927,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.927,795] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.928,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.985,565] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.985,748] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.985,961] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.986,236] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:37.986,511] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.009,124] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.013,275] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,458] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,641] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,977] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,312] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,465] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,617] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,319] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,441] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.015,472] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.015,502] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.015,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,960] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,296] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,723] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.016,754] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.016,815] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.016,815] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.041,809] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.041,839] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.085,662] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.085,693] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.133,148] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.133,148] <wrn> bttester_mesh: Loading default comp data
[00:00:06.133,422] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.564,697] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.584,381] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.052,703] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.052,734] <dbg> bttester_mesh: config_prov: 
[00:00:14.052,764] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.084,564] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.084,625] <dbg> bttester_mesh: start: 
[00:00:14.084,716] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.084,838] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.084,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.085,571] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.085,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.086,059] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.086,364] <inf> bt_mesh_provisionee: Device UUID: 4f76ee81-45a3-462b-bee9-ecb45c08f6c3
[00:00:14.086,395] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.087,127] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.087,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.087,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.088,073] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.088,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.088,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.088,928] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,111] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,721] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.089,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.117,065] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.117,095] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.139,495] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.139,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.139,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.195,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.195,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.195,465] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.241,699] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.241,882] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.242,095] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.242,279] <wrn> net_buf: Timeout discarded. No blocking in syswq
