[00:00:26.928,924] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.929,046] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.929,290] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.929,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.929,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.930,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.930,389] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.934,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.934,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.934,692] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.935,089] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.935,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.966,247] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.970,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.970,916] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,099] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,282] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,588] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,771] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,290] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,961] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.972,991] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.973,022] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.973,114] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,297] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,480] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,663] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,090] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,304] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.974,334] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.974,365] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.974,395] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.003,784] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.003,814] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.077,880] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.077,911] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.100,463] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.100,463] <wrn> bttester_mesh: Loading default comp data
[00:00:06.100,738] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.537,139] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.590,789] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.939,300] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.939,331] <dbg> bttester_mesh: config_prov: 
[00:00:13.939,361] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.966,033] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.966,064] <dbg> bttester_mesh: start: 
[00:00:13.966,156] <inf> bt_mesh_provisionee: Device UUID: 48aba2fd-8975-43d5-bfb3-5de85e2f13e2
[00:00:13.966,308] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.966,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.967,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.967,193] <wrn> net_buf: Timeout discarded. No blocking in syswq
