*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,455] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,455] <inf> fs_nvs: alloc wra: 3, 8c8
[00:00:00.254,486] <inf> fs_nvs: data wra: 3, 7d0
[00:00:00.254,547] <dbg> bttester: tester_init: Initializing tester
[00:00:05.966,613] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.970,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,282] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,114] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.973,144] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.973,175] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.973,266] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,449] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,724] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,815] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.973,846] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.030,639] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.030,639] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.089,721] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.089,752] <wrn> bttester_mesh: Loading default comp data
[00:00:06.090,026] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.540,222] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.591,827] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.591,857] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.638,732] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.711,944] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.711,975] <dbg> bttester_mesh: config_prov: 
[00:00:11.712,005] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.759,918] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.759,948] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.989,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.989,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.989,410] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.989,440] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.989,501] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.004,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.004,943] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.005,584] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.005,950] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.006,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.006,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.006,561] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
