*** Booting Zephyr OS build v4.0.0-4794-ga85eb146a300 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,577] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,608] <inf> fs_nvs: alloc wra: 1, 8f0
[00:00:00.254,608] <inf> fs_nvs: data wra: 1, 7bc
[00:00:00.254,669] <dbg> bttester: tester_init: Initializing tester
[00:00:05.921,173] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.927,215] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.927,246] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.927,276] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.927,703] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.927,734] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.943,786] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.943,786] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.022,094] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.022,094] <wrn> bttester_mesh: Loading default comp data
[00:00:06.022,308] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.455,963] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.557,128] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.557,128] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.614,349] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:16.733,459] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:16.733,489] <dbg> bttester_mesh: config_prov: 
[00:00:16.733,520] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:16.821,441] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:16.821,472] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:16.897,918] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:16.897,949] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:16.897,979] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:16.907,165] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:16.907,196] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.907,623] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:16.964,721] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:16.964,752] <dbg> bttester_mesh: reset: 
[00:00:17.589,385] <dbg> bttester_mesh: prov_reset: 
[00:00:17.589,508] <inf> bt_mesh_provisionee: Device UUID: 55f21d97-e174-48cf-8562-21196415b45a
[00:00:17.593,750] <inf> bt_mesh_provisionee: Device UUID: 55f21d97-e174-48cf-8562-21196415b45a
[00:00:17.593,750] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:22.997,772] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:22.997,802] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:25.397,674] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:25.537,628] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:25.537,658] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:27.233,825] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:27.233,856] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:27.933,166] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:27.933,197] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.936,920] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:27.936,950] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:28.573,394] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:28.573,425] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:28.577,148] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:28.577,178] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:28.851,165] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:28.851,165] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.018,402] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:29.018,432] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.022,155] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:29.022,186] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:29.433,319] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:29.433,380] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.600,708] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:29.600,738] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.639,160] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:29.639,190] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.643,066] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:29.643,096] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:29.815,155] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:29.815,185] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.819,152] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:29.819,152] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:29.820,709] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x73e34
[00:00:29.957,061] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:29.957,092] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:29.960,906] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:29.960,937] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:29.962,463] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x73e60
