[00:01:45.224,700] <dbg> bttester_mesh: fault_get_cur: 
[00:01:45.225,128] <err> bt_mesh_access: Failed to publish (err -22)
[00:01:46.224,273] <dbg> bttester_mesh: fault_get_cur: 
[00:01:46.224,670] <err> bt_mesh_access: Failed to publish (err -22)
[00:01:46.285,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.285,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.285,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.285,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.286,041] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.286,407] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.287,017] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.290,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.291,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.291,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.291,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:46.291,748] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.032,226] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.036,682] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.036,865] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,384] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.037,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,391] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,543] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.038,848] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.038,879] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.038,909] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.039,001] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.039,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.039,337] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.039,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.039,703] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.039,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.040,130] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
